0,0
0.1,1.98014
0.2,1.96047
0.3,1.94101
0.4,1.92173
0.5,1.90265
0.6,1.88376
0.7,1.86505
0.8,1.84653
0.9,1.8282
1.,1.81005
1.1,1.79207
1.2,1.77428
1.3,1.75667
1.4,1.73923
1.5,1.72196
1.6,1.70486
1.7,1.68794
1.8,1.67118
1.9,1.65459
2.,1.63817
2.1,1.62191
2.2,1.60581
2.3,1.58987
2.4,1.57409
2.5,1.55846
2.6,1.543
2.7,1.52768
2.8,1.51252
2.9,1.49751
3.,1.48265
3.1,1.46793
3.2,1.45337
3.3,1.43894
3.4,1.42467
3.5,1.41053
3.6,1.39653
3.7,1.38268
3.8,1.36896
3.9,1.35537
4.,1.34193
4.1,1.32861
4.2,1.31543
4.3,1.30238
4.4,1.28946
4.5,1.27667
4.6,1.26401
4.7,1.25147
4.8,1.23905
4.9,1.22676
5.,1.2146
5.1,1.20255
5.2,1.19062
5.3,1.17882
5.4,1.16712
5.5,1.15555
5.6,1.14409
5.7,1.13275
5.8,1.12151
5.9,1.11039
6.,1.09938
6.1,1.08848
6.2,1.07769
6.3,1.06701
6.4,1.05643
6.5,1.04596
6.6,1.03559
6.7,1.02532
6.8,1.01516
6.9,1.0051
7.,0.995135
7.1,0.985272
7.2,0.975507
7.3,0.96584
7.4,0.956268
7.5,0.946792
7.6,0.93741
7.7,0.928122
7.8,0.918926
7.9,0.909821
8.,0.900807
8.1,0.891883
8.2,0.883047
8.3,0.874299
8.4,0.865639
8.5,0.857064
8.6,0.848575
8.7,0.840171
8.8,0.83185
8.9,0.823611
9.,0.815455
9.1,0.80738
9.2,0.799385
9.3,0.79147
9.4,0.783634
9.5,0.775875
9.6,0.768194
9.7,0.760589
9.8,0.75306
9.9,0.745606
10.,0.738226
10.1,0.730919
10.2,0.723685
10.3,0.716523
10.4,0.709432
10.5,0.702412
10.6,0.695462
10.7,0.688581
10.8,0.681768
10.9,0.675023
11.,0.668346
11.1,0.661734
11.2,0.655189
11.3,0.648708
11.4,0.642292
11.5,0.63594
11.6,0.629651
11.7,0.623425
11.8,0.617261
11.9,0.611158
12.,0.605115
12.1,0.599133
12.2,0.593211
12.3,0.587347
12.4,0.581542
12.5,0.575794
12.6,0.570104
12.7,0.56447
12.8,0.558892
12.9,0.55337
13.,0.547903
13.1,0.54249
13.2,0.537131
13.3,0.531825
13.4,0.526572
13.5,0.521371
13.6,0.516222
13.7,0.511125
13.8,0.506078
13.9,0.501081
14.,0.496134
14.1,0.491236
14.2,0.486387
14.3,0.481586
14.4,0.476833
14.5,0.472128
14.6,0.467469
14.7,0.462856
14.8,0.458289
14.9,0.453768
15.,0.449292
15.1,0.44486
15.2,0.440473
15.3,0.436129
15.4,0.431828
15.5,0.42757
15.6,0.423355
15.7,0.419181
15.8,0.415049
15.9,0.410958
16.,0.406908
16.1,0.402898
16.2,0.398928
16.3,0.394997
16.4,0.391106
16.5,0.387253
16.6,0.383438
16.7,0.379662
16.8,0.375923
16.9,0.372221
17.,0.368557
17.1,0.36493
17.2,0.361343
17.3,0.357797
17.4,0.35429
17.5,0.350822
17.6,0.347395
17.7,0.344008
17.8,0.340661
17.9,0.337355
18.,0.334089
18.1,0.330865
18.2,0.327681
18.3,0.32454
18.4,0.321441
18.5,0.318385
18.6,0.315373
18.7,0.312405
18.8,0.309483
18.9,0.306607
19.,0.303779
19.1,0.300999
19.2,0.29827
19.3,0.295593
19.4,0.292969
19.5,0.290401
19.6,0.287891
19.7,0.285441
19.8,0.283053
19.9,0.280731
20.,0.278477
20.1,0.276296
20.2,0.27419
20.3,0.272164
20.4,0.270222
20.5,0.268369
20.6,0.26661
20.7,0.26495
20.8,0.263397
20.9,0.261955
21.,0.260633
21.1,0.259438
21.2,0.258377
21.3,0.25746
21.4,0.256695
21.5,0.256092
21.6,0.255661
21.7,0.255413
21.8,0.255359
21.9,0.255511
22.,0.25588
22.1,0.25648
22.2,0.257322
22.3,0.25842
22.4,0.259786
22.5,0.261433
22.6,0.263374
22.7,0.26562
22.8,0.268184
22.9,0.271075
23.,0.274303
23.1,0.277877
23.2,0.281804
23.3,0.286089
23.4,0.290736
23.5,0.295745
23.6,0.301117
23.7,0.306849
23.8,0.312934
23.9,0.319366
24.,0.326134
24.1,0.333226
24.2,0.340629
24.3,0.348325
24.4,0.356297
24.5,0.364524
24.6,0.372986
24.7,0.381661
24.8,0.390527
24.9,0.399559
25.,0.408735
25.1,0.418031
25.2,0.427425
25.3,0.436893
25.4,0.446414
25.5,0.455966
25.6,0.46553
25.7,0.475087
25.8,0.484618
25.9,0.494107
26.,0.503538
26.1,0.512897
26.2,0.52217
26.3,0.531346
26.4,0.540414
26.5,0.549363
26.6,0.558185
26.7,0.566872
26.8,0.575418
26.9,0.583816
27.,0.59206
27.1,0.600148
27.2,0.608074
27.3,0.615835
27.4,0.62343
27.5,0.630856
27.6,0.638111
27.7,0.645194
27.8,0.652105
27.9,0.658844
28.,0.665409
28.1,0.671802
28.2,0.678023
28.3,0.684073
28.4,0.689953
28.5,0.695663
28.6,0.701205
28.7,0.706581
28.8,0.711792
28.9,0.71684
29.,0.721726
29.1,0.726452
29.2,0.731021
29.3,0.735433
29.4,0.739692
29.5,0.743799
29.6,0.747757
29.7,0.751567
29.8,0.755231
29.9,0.758752
30.,0.762132
30.1,0.765373
30.2,0.768477
30.3,0.771447
30.4,0.774283
30.5,0.77699
30.6,0.779568
30.7,0.782021
30.8,0.784349
30.9,0.786555
31.,0.788642
31.1,0.79061
31.2,0.792463
31.3,0.794203
31.4,0.795831
31.5,0.797349
31.6,0.798759
31.7,0.800064
31.8,0.801264
31.9,0.802363
32.,0.803362
32.1,0.804262
32.2,0.805066
32.3,0.805775
32.4,0.806392
32.5,0.806917
32.6,0.807353
32.7,0.807702
32.8,0.807964
